NP_001288811.1 NP_186887.1
XP_009135336.2 NP_188003.1
XP_009135338.1 NP_193920.1
XP_009135343.1 NP_566468.1
XP_009135360.1 NP_001078152.1
XP_009135366.1 NP_001327476.1
XP_009135368.1 NP_193919.6
XP_009135369.1 NP_188036.1
XP_009135372.2 NP_566483.1
XP_009135374.2 NP_001319548.1
XP_009135377.1 NP_001078153.1
XP_009135378.1 NP_566485.1
XP_009135385.1 NP_188063.1
XP_009135387.1 NP_189589.1
XP_009135388.1 NP_188067.1
XP_009135389.1 NP_566490.1
XP_009135393.2 NP_001119023.1
XP_009135395.1 NP_188099.2
XP_009135397.1 NP_188102.5
XP_009135400.1 NP_974314.2
XP_009135402.1 NP_188104.2
XP_009135413.1 NP_001326778.1
XP_009135415.1 NP_188114.1
XP_009135420.1 NP_566497.1
XP_009135421.1 NP_193921.2
XP_009135424.1 NP_188124.1
XP_009135426.1 NP_001327597.1
XP_009135427.1 NP_188131.1
XP_009135428.1 NP_188134.2
XP_009135432.1 NP_188139.1
XP_009135441.1 NP_001030700.1
XP_009135449.1 NP_566521.1
XP_009135451.1 NP_193924.2
XP_009135452.1 NP_001189903.1
XP_009135456.1 NP_566526.1
XP_009135459.1 NP_566529.1
XP_009135461.1 NP_193925.1
XP_009135462.2 NP_188208.4
XP_009135464.1 NP_001325883.1
XP_009135466.2 NP_193190.1
XP_009135469.1 NP_188222.1
XP_009135472.1 NP_567641.1
XP_009135474.1 NP_565385.1
XP_009135476.1 NP_001189909.1
XP_009135483.1 NP_001189912.1
XP_009135484.1 NP_188264.1
XP_009135491.1 NP_188272.1
XP_009135493.1 NP_001319570.1
XP_009135496.1 NP_193930.1
XP_009135498.1 NP_188299.1
XP_009135507.1 NP_001078165.1
XP_009135508.1 NP_188324.1
XP_009135511.1 NP_566564.1
XP_009135514.1 NP_195462.3
XP_009135519.1 NP_567643.1
XP_009135521.1 NP_001325741.1
XP_009135525.1 NP_001327125.1
XP_009135527.1 NP_566576.1
XP_009135530.1 NP_566578.1
XP_009135531.1 NP_001327079.1
XP_009135535.1 NP_188385.1
XP_009135539.1 NP_188391.1
XP_009135543.2 NP_001325744.1
XP_009135548.1 NP_001328880.1
XP_009135553.1 NP_001326609.1
XP_009135558.1 NP_193939.1
XP_009135561.2 NP_188425.2
XP_009135562.1 NP_188424.2
XP_009135565.1 NP_188430.1
XP_009135581.1 NP_566804.3
XP_009135585.1 NP_188489.1
XP_009135587.1 NP_001078425.1
XP_009135589.2 NP_188492.2
XP_009135594.1 NP_566618.1
XP_009135597.1 NP_850610.1
XP_009135601.1 NP_188513.1
XP_009135603.2 NP_001078145.1
XP_009135608.2 NP_566623.1
XP_009135613.1 NP_566626.1
XP_009135618.1 NP_188546.1
XP_009135620.1 NP_188548.2
XP_009135621.2 NP_001326828.1
XP_009135622.1 NP_188557.1
XP_009135634.2 NP_566637.2
XP_009135637.1 NP_001325445.1
XP_009135641.1 NP_001118663.1
XP_009135644.1 NP_188597.1
XP_009135649.1 NP_193946.3
XP_009135653.1 NP_195599.1
XP_009135658.1 NP_001327013.1
XP_009135660.2 NP_188634.1
XP_009135661.1 NP_567646.1
XP_009135667.1 NP_188650.2
XP_009135668.1 NP_188654.2
XP_009135670.1 NP_188652.1
XP_009135681.1 NP_188671.1
XP_009135689.1 NP_001327803.1
XP_009135694.2 NP_567650.2
XP_009135695.1 NP_188691.1
XP_009135697.1 NP_566665.1
XP_009135699.1 NP_188694.2
XP_009135701.2 NP_566666.2
XP_009135705.1 NP_567651.1
XP_009135712.1 NP_001154630.1
XP_009135717.1 NP_566670.1
XP_009135723.2 NP_974347.1
XP_009135729.1 NP_564592.1
XP_009135730.2 NP_568026.1
XP_009135737.1 NP_175576.1
XP_009135738.1 NP_193955.1
XP_009135740.2 NP_188760.3
XP_009135742.1 NP_188764.1
XP_009135746.2 NP_188771.2
XP_009135748.1 NP_188777.1
XP_009135757.1 NP_001326570.1
XP_009135758.1 NP_566688.4
XP_009135760.1 NP_188798.2
XP_009135761.2 NP_188799.1
XP_009135767.1 NP_974350.1
XP_009135770.2 NP_188813.1
XP_009135772.1 NP_188816.1
XP_009135773.1 NP_566696.2
XP_009135778.2 NP_001078199.1
XP_009135799.1 NP_001325981.1
XP_009135802.1 NP_188871.1
XP_009135810.1 NP_188887.1
XP_009135819.1 NP_001327426.1
XP_009135821.1 NP_188906.1
XP_009135822.1 NP_188907.2
XP_009135828.1 NP_193962.1
XP_009135832.1 NP_188925.1
XP_009135833.2 NP_188929.1
XP_009135837.1 NP_850746.1
XP_009135839.1 NP_566720.1
XP_009135842.1 NP_188945.1
XP_009135852.2 NP_188966.1
XP_009135858.1 NP_001319625.1
XP_009135860.2 NP_176057.1
XP_009135864.1 NP_189021.2
XP_009135870.1 NP_189047.1
XP_009135871.1 NP_189051.3
XP_009135875.1 NP_001326090.1
XP_009135878.1 NP_001030756.2
XP_009135880.1 NP_001328582.1
XP_009135882.1 NP_189041.1
XP_009135883.1 NP_189040.3
XP_009135887.1 NP_564530.1
XP_009135889.1 NP_189077.1
XP_009135890.1 NP_189078.2
XP_009135891.1 NP_189079.2
XP_009135892.1 NP_001078205.1
XP_009135893.1 NP_566747.1
XP_009135900.2 NP_192996.1
XP_009135901.2 NP_566749.1
XP_009135907.1 NP_001320410.1
XP_009135918.1 NP_181888.2
XP_009135921.2 NP_181908.1
XP_009135928.1 NP_193977.1
XP_009135955.1 NP_193983.1
XP_009135961.1 NP_001329270.1
XP_009135968.1 NP_187065.1
XP_009135974.1 NP_001328217.1
XP_009135976.1 NP_187353.2
XP_009135985.1 NP_187544.2
XP_009136004.2 NP_193989.1
XP_009136005.1 NP_001319532.1
XP_009136013.1 NP_193990.1
XP_009136028.1 NP_193993.1
XP_009136038.1 NP_188383.1
XP_009136044.2 NP_001328070.1
XP_009136046.1 NP_188595.2
XP_009136051.1 NP_567663.1
XP_009136061.2 NP_567664.1
XP_009136072.1 NP_194003.1
XP_009136073.1 NP_194004.1
XP_009136074.1 NP_566751.1
XP_009136077.2 NP_189100.1
XP_009136078.1 NP_199412.1
XP_009136082.1 NP_189108.1
XP_009136083.2 NP_189109.1
XP_009136086.1 NP_189117.2
XP_009136088.1 NP_566754.1
XP_009136091.1 NP_189124.1
XP_009136092.3 NP_189125.1
XP_009136093.1 NP_189127.1
XP_009136100.1 NP_567669.1
XP_009136102.1 NP_001325873.1
XP_009136103.1 NP_189150.1
XP_009136104.1 NP_189152.1
XP_009136105.1 NP_189154.1
XP_009136106.1 NP_189156.1
XP_009136107.1 NP_566762.1
XP_009136108.1 NP_189160.3
XP_009136110.1 NP_189161.1
XP_009136111.2 NP_189163.1
XP_009136113.1 NP_189173.1
XP_009136118.1 NP_566766.1
XP_009136123.2 NP_001327862.1
XP_009136129.2 NP_565309.2
XP_009136133.1 NP_178516.1
XP_009136134.1 NP_178521.1
XP_009136136.1 NP_175843.1
XP_009136139.1 NP_178532.2
XP_009136140.1 NP_178533.2
XP_009136142.1 NP_178534.2
XP_009136143.1 NP_178536.1
XP_009136146.1 NP_178551.2
XP_009136147.1 NP_565313.1
XP_009136149.1 NP_001324529.1
XP_009136150.1 NP_565314.1
XP_009136151.2 NP_001318198.1
XP_009136152.2 NP_567670.1
XP_009136153.1 NP_565315.1
XP_009136154.1 NP_565316.1
XP_009136155.1 NP_178563.2
XP_009136156.1 NP_001325301.1
XP_009136157.1 NP_849936.1
XP_009136159.1 NP_565319.1
XP_009136161.1 NP_178585.1
XP_009136162.1 NP_001189511.1
XP_009136167.1 NP_565321.1
XP_009136170.1 NP_178601.2
XP_009136172.2 NP_001031336.1
XP_009136173.2 NP_178622.1
XP_009136174.1 NP_001318202.1
XP_009136175.1 NP_849938.1
XP_009136176.1 NP_178631.1
XP_009136178.1 NP_565328.1
XP_009136179.2 NP_194007.2
XP_009136180.1 NP_178636.1
XP_009136181.1 NP_178812.1
XP_009136183.1 NP_178722.1
XP_009136186.1 NP_178708.1
XP_009136187.1 NP_565336.1
XP_009136188.1 NP_178674.7
XP_009136190.1 NP_001328982.1
XP_009136191.1 NP_565331.1
XP_009136198.1 NP_565353.1
XP_009136200.1 NP_565354.1
XP_009136204.1 NP_001031348.1
XP_009136205.1 NP_199039.1
XP_009136206.1 NP_001185379.1
XP_009136207.2 NP_178939.2
XP_009136212.1 NP_178974.1
XP_009136214.1 NP_565356.1
XP_009136221.1 NP_001031181.1
XP_009136224.1 NP_001328728.1
XP_009136225.1 NP_194014.2
XP_009136228.1 NP_001324141.1
XP_009136233.1 NP_565360.1
XP_009136237.1 NP_001318221.1
XP_009136240.1 NP_565361.1
XP_009136242.1 NP_001324218.1
XP_009136243.1 NP_179037.2
XP_009136244.1 NP_194016.2
XP_009136245.1 NP_179059.1
XP_009136247.1 NP_179064.1
XP_009136265.1 NP_179106.1
XP_009136267.1 NP_565369.1
XP_009136268.1 NP_179128.1
XP_009136270.1 NP_565374.1
XP_009136276.1 NP_001031700.1
XP_009136277.1 NP_565377.1
XP_009136280.1 NP_179175.3
XP_009136285.1 NP_565383.1
XP_009136289.1 NP_179191.1
XP_009136293.1 NP_028242.1
XP_009136299.1 NP_567968.1
XP_009136302.1 NP_001323459.1
XP_009136303.1 NP_001324537.1
XP_009136308.2 NP_179235.1
XP_009136309.1 NP_179236.3
XP_009136311.1 NP_194022.3
XP_009136312.2 NP_179244.1
XP_009136320.1 NP_565390.1
XP_009136322.2 NP_179262.1
XP_009136324.1 NP_179263.1
XP_009136332.1 NP_195459.1
XP_009136339.1 NP_179281.3
XP_009136347.2 NP_001031359.1
XP_009136348.1 NP_001325106.1
XP_009136349.1 NP_001031360.1
XP_009136350.1 NP_001323583.1
XP_009136360.1 NP_565401.1
XP_009136361.1 NP_565402.1
XP_009136365.1 NP_565404.2
XP_009136366.1 NP_179299.1
XP_009136368.1 NP_849620.1
XP_009136370.1 NP_197718.1
XP_009136371.1 NP_001330404.1
XP_009136372.1 NP_001318626.1
XP_009136374.2 NP_194050.2
XP_009136376.1 NP_197711.2
XP_009136377.1 NP_197715.1
XP_009136378.1 NP_197710.1
XP_009136384.1 NP_197708.1
XP_009136386.1 NP_197704.2
XP_009136388.1 NP_001332175.1
XP_009136390.1 NP_197702.1
XP_009136391.1 NP_197701.1
XP_009136392.1 NP_568426.1
XP_009136393.1 NP_197699.2
XP_009136394.1 NP_197697.1
XP_009136395.1 NP_197696.2
XP_009136396.2 NP_001331796.1
XP_009136400.2 NP_200890.1
XP_009136402.1 NP_200893.1
XP_009136403.1 NP_200895.2
XP_009136410.1 NP_200897.1
XP_009136411.3 NP_001318851.1
XP_009136413.2 NP_568930.1
XP_009136417.1 NP_001332386.1
XP_009136418.1 NP_200903.1
XP_009136419.1 NP_200902.1
XP_009136420.1 NP_200904.1
XP_009136421.1 NP_566802.1
XP_009136422.1 NP_200905.1
XP_009136423.1 NP_001331368.1
XP_009136425.1 NP_001331369.1
XP_009136426.1 NP_568931.1
XP_009136428.2 NP_001032116.1
XP_009136429.1 NP_200912.1
XP_009136431.1 NP_200914.2
XP_009136434.2 NP_001330380.1
XP_009136440.1 NP_200925.1
XP_009136443.1 NP_001332102.1
XP_009136446.1 NP_001329229.1
XP_009136447.1 NP_200931.1
XP_009136449.1 NP_200935.2
XP_009136451.1 NP_001318853.1
XP_009136456.1 NP_001330163.1
XP_009136457.1 NP_200932.2
XP_009136458.2 NP_200937.1
XP_009136462.1 NP_001331140.1
XP_009136463.2 NP_568933.1
XP_009136464.1 NP_200945.1
XP_009136468.1 NP_200949.1
XP_009136471.2 NP_200951.1
XP_009136472.2 NP_200952.1
XP_009136473.1 NP_200953.1
XP_009136476.1 NP_200954.1
XP_009136481.1 NP_200956.1
XP_009136482.1 NP_200960.2
XP_009136486.1 NP_568935.1
XP_009136487.1 NP_200962.2
XP_009136493.1 NP_200965.2
XP_009136494.1 NP_001078779.1
XP_009136495.1 NP_200966.2
XP_009136497.1 NP_200967.1
XP_009136498.1 NP_200968.1
XP_009136504.3 NP_200971.1
XP_009136508.1 NP_001318857.1
XP_009136510.1 NP_001332171.1
XP_009136511.1 NP_200980.1
XP_009136512.1 NP_001330984.1
XP_009136514.1 NP_001318860.1
XP_009136515.1 NP_190536.1
XP_009136516.1 NP_190539.1
XP_009136519.1 NP_190543.1
XP_009136520.1 NP_190556.2
XP_009136522.1 NP_190558.1
XP_009136530.1 NP_190568.1
XP_009136534.1 NP_190575.1
XP_009136537.2 NP_194028.2
XP_009136538.1 NP_190581.1
XP_009136539.1 NP_190582.1
XP_009136540.1 NP_190583.4
XP_009136543.1 NP_190611.1
XP_009136544.1 NP_190610.1
XP_009136548.1 NP_190619.1
XP_009136551.1 NP_190631.2
XP_009136552.1 NP_190632.1
XP_009136556.1 NP_190644.1
XP_009136558.1 NP_190645.3
XP_009136559.1 NP_190646.1
XP_009136563.1 NP_190652.1
XP_009136564.1 NP_190655.2
XP_009136565.1 NP_566939.1
XP_009136568.2 NP_190658.1
XP_009136578.1 NP_001325881.1
XP_009136582.1 NP_190674.2
XP_009136583.2 NP_190677.1
XP_009136585.1 NP_190679.1
XP_009136588.1 NP_001190805.1
XP_009136589.1 NP_566945.1
XP_009136591.1 NP_566946.1
XP_009136598.2 NP_001190049.1
XP_009136601.1 NP_190685.2
XP_009136605.1 NP_001030838.1
XP_009136606.1 NP_567674.1
XP_009136607.1 NP_001326514.1
XP_009136610.1 NP_190696.1
XP_009136613.2 NP_566948.1
XP_009136615.1 NP_190708.1
XP_009136620.1 NP_190726.1
XP_009136624.1 NP_566955.1
XP_009136626.1 NP_195600.2
XP_009136629.1 NP_190736.1
XP_009136630.1 NP_190739.1
XP_009136631.1 NP_190741.1
XP_009136635.1 NP_001190807.1
XP_009136638.2 NP_190754.2
XP_009136639.1 NP_974413.1
XP_009136648.1 NP_001190063.1
XP_009136655.1 NP_001327258.1
XP_009136659.1 NP_190784.1
XP_009136660.1 NP_001325733.1
XP_009136662.1 NP_001190069.1
XP_009136663.1 NP_974416.1
XP_009136667.3 NP_190795.3
XP_009136668.1 NP_001320159.1
XP_009136670.2 NP_190796.1
XP_009136671.2 NP_194038.1
XP_009136673.1 NP_190798.1
XP_009136674.1 NP_190806.1
XP_009136675.1 NP_190810.1
XP_009136681.1 NP_190815.1
XP_009136684.2 NP_001319945.1
XP_009136688.1 NP_680696.2
XP_009136692.1 NP_001328413.1
XP_009136694.1 NP_193279.1
XP_009136696.2 NP_567466.1
XP_009136697.1 NP_567467.1
XP_009136698.1 NP_193283.2
XP_009136704.1 NP_567472.1
XP_009136705.1 NP_567473.1
XP_009136709.2 NP_193307.2
XP_009136711.1 NP_001190808.1
XP_009136712.1 NP_193311.6
XP_009136713.1 NP_193312.5
XP_009136714.1 NP_567476.1
XP_009136716.1 NP_193319.6
XP_009136717.3 NP_193317.6
XP_009136718.1 NP_849392.4
XP_009136728.1 NP_193324.1
XP_009136729.1 NP_193325.1
XP_009136730.1 NP_193327.5
XP_009136731.1 NP_193328.4
XP_009136732.1 NP_001154238.1
XP_009136733.2 NP_193341.3
XP_009136735.1 NP_193331.6
XP_009136738.1 NP_567482.2
XP_009136739.1 NP_567483.5
XP_009136743.2 NP_680707.4
XP_009136745.2 NP_680708.7
XP_009136746.1 NP_567486.1
XP_009136752.1 NP_680709.1
XP_009136753.1 NP_193356.2
XP_009136755.1 NP_193358.4
XP_009136768.1 NP_567499.1
XP_009136772.1 NP_001118992.1
XP_009136775.1 NP_001328028.1
XP_009136778.1 NP_001328060.1
XP_009136786.2 NP_193386.6
XP_009136791.2 NP_001078435.1
XP_009136792.1 NP_001329450.1
XP_009136796.1 NP_001319964.1
XP_009136803.1 NP_849396.1
XP_009136810.1 NP_567515.1
XP_009136811.1 NP_001329720.1
XP_009136825.2 NP_567523.1
XP_009136827.1 NP_001319974.1
XP_009136830.1 NP_567524.1
XP_009136833.1 NP_567526.4
XP_009136834.1 NP_001190749.1
XP_009136836.1 NP_193460.1
XP_009136841.1 NP_001328527.1
XP_009136845.1 NP_193479.1
XP_009136847.1 NP_567528.2
XP_009136857.1 NP_001119002.1
XP_009136858.1 NP_193498.2
XP_009136859.1 NP_193499.1
XP_009136860.2 NP_567534.1
XP_009136861.1 NP_193503.2
XP_009136866.1 NP_193509.1
XP_009136869.1 NP_193511.2
XP_009136870.1 NP_001329809.1
XP_009136874.2 NP_193515.1
XP_009136875.2 NP_193516.2
XP_009136877.1 NP_567542.1
XP_009136878.1 NP_193517.3
XP_009136879.1 NP_193521.1
XP_009136880.1 NP_567543.1
XP_009136881.1 NP_567544.1
XP_009136887.2 NP_193531.1
XP_009136888.1 NP_001329603.1
XP_009136893.1 NP_567547.1
XP_009136894.1 NP_001190759.1
XP_009136898.1 NP_193539.6
XP_009136900.1 NP_193540.3
XP_009136901.1 NP_001031659.2
XP_009136902.1 NP_001329127.1
XP_009136903.1 NP_850027.2
XP_009136904.1 NP_001323940.1
XP_009136907.1 NP_193550.1
XP_009136910.1 NP_001031664.1
XP_009136911.1 NP_001320041.1
XP_009136915.1 NP_001328332.1
XP_009136920.1 NP_193561.4
XP_009136923.1 NP_193569.1
XP_009136924.1 NP_001329914.1
XP_009136927.1 NP_001078407.1
XP_009136931.2 NP_193578.1
XP_009136938.1 NP_193587.4
XP_009136940.1 NP_001320046.1
XP_009136949.2 NP_193598.2
XP_009136956.1 NP_567564.1
XP_009136957.1 NP_193614.1
XP_009136959.1 NP_194072.3
XP_009136969.2 NP_193624.1
XP_009136970.1 NP_193626.1
XP_009136980.1 NP_849428.1
XP_009136981.1 NP_567570.1
XP_009136982.1 NP_193633.2
XP_009136983.1 NP_193634.1
XP_009136987.1 NP_193642.1
XP_009136988.1 NP_849407.1
XP_009136989.1 NP_567574.1
XP_009136992.1 NP_195450.1
XP_009136993.1 NP_001320048.1
XP_009136996.1 NP_567576.2
XP_009136999.2 NP_001319994.1
XP_009137004.1 NP_567581.1
XP_009137005.1 NP_001190812.1
XP_009137011.1 NP_567588.1
XP_009137012.1 NP_193685.6
XP_009137013.1 NP_001328447.1
XP_009137018.1 NP_193705.1
XP_009137020.2 NP_193726.1
XP_009137021.1 NP_193723.3
XP_009137022.1 NP_001031672.1
XP_009137031.1 NP_974579.1
XP_009137032.1 NP_567593.1
XP_009137033.2 NP_567595.1
XP_009137035.1 NP_193740.1
XP_009137042.1 NP_194078.2
XP_009137051.1 NP_567683.1
XP_009137070.1 NP_200955.1
XP_009137074.2 NP_001318859.1
XP_009137084.1 NP_568024.2
XP_009137085.1 NP_194081.1
XP_009137125.1 NP_567686.2
XP_009137134.1 NP_194085.4
XP_009137139.1 NP_194084.1
XP_009137142.1 NP_001078412.2
XP_009137149.1 NP_193775.1
XP_009137152.2 NP_974580.1
XP_009137153.1 NP_193816.1
XP_009137154.1 NP_193817.2
XP_009137155.2 NP_193820.1
XP_009137164.1 NP_195447.1
XP_009137166.2 NP_193844.2
XP_009137168.1 NP_194087.1
XP_009137170.1 NP_567620.1
XP_009137181.2 NP_193852.2
XP_009137184.1 NP_567623.2
XP_009137185.1 NP_567624.1
XP_009137186.1 NP_567625.5
XP_009137189.1 NP_193874.2
XP_009137195.2 NP_193885.6
XP_009137200.2 NP_567633.2
XP_009137204.2 NP_193898.3
XP_009137205.2 NP_193899.2
XP_009137206.1 NP_680735.1
XP_009137208.1 NP_193903.1
XP_009137210.1 NP_193905.1
XP_009137211.1 NP_001078421.1
XP_009137213.2 NP_001031692.1
XP_009137214.1 NP_001328261.1
XP_009137217.1 NP_001190791.1
XP_009137232.1 NP_193928.2
XP_009137234.1 NP_001078424.1
XP_009137236.1 NP_194091.1
XP_009137237.1 NP_177072.1
XP_009137238.2 NP_001320489.1
XP_009137242.2 NP_001320030.1
XP_009137243.2 NP_001031695.1
XP_009137245.1 NP_567659.1
XP_009137247.1 NP_193960.2
XP_009137249.1 NP_567687.1
XP_009137251.1 NP_193961.3
XP_009137253.1 NP_001190798.1
XP_009137255.2 NP_190246.1
XP_009137256.1 NP_567660.1
XP_009137258.1 NP_567661.1
XP_009137260.1 NP_193980.1
XP_009137262.1 NP_193988.1
XP_009137263.1 NP_001328059.1
XP_009137273.1 NP_194095.2
XP_009137276.1 NP_567668.1
XP_009137277.1 NP_001328181.1
XP_009137279.2 NP_194010.1
XP_009137282.1 NP_194013.1
XP_009137288.1 NP_567671.1
XP_009137291.1 NP_567672.1
XP_009137292.1 NP_001320050.1
XP_009137294.1 NP_001078432.1
XP_009137299.1 NP_001328989.1
XP_009137300.1 NP_001327985.1
XP_009137303.2 NP_001320037.1
XP_009137305.1 NP_194099.1
XP_009137307.1 NP_194032.2
XP_009137308.1 NP_567676.1
XP_009137309.1 NP_194037.2
XP_009137321.1 NP_567679.2
XP_009137324.1 NP_001320039.1
XP_009137327.1 NP_001320042.1
XP_009137329.1 NP_194060.3
XP_009137332.1 NP_194102.1
XP_009137342.2 NP_194071.1
XP_009137344.1 NP_001118348.1
XP_009137347.1 NP_194069.2
XP_009137348.1 NP_001320047.1
XP_009137350.1 NP_194065.3
XP_009137352.1 NP_194104.1
XP_009137353.1 NP_194077.1
XP_009137361.1 NP_194088.1
XP_009137362.1 NP_001328543.1
XP_009137369.2 NP_001319563.1
XP_009137370.1 NP_194106.1
XP_009137371.2 NP_001327847.1
XP_009137377.1 NP_194096.1
XP_009137381.1 NP_194100.1
XP_009137390.1 NP_001190816.1
XP_009137391.1 NP_194110.2
XP_009137397.1 NP_194120.1
XP_009137402.1 NP_194113.1
XP_009137404.1 NP_001078437.1
XP_009137405.1 NP_194123.1
XP_009137406.1 NP_194124.1
XP_009137409.1 NP_194130.3
XP_009137419.2 NP_194144.1
XP_009137434.1 NP_567697.1
XP_009137437.1 NP_194116.1
XP_009137439.1 NP_680737.2
XP_009137444.1 NP_001078436.1
XP_009137446.1 NP_001318945.1
XP_009137449.2 NP_001078443.1
XP_009137452.1 NP_001190822.1
XP_009137455.1 NP_194185.1
XP_009137456.1 NP_194118.1
XP_009137459.2 NP_195444.1
XP_009137463.1 NP_194190.2
XP_009137465.1 NP_001329062.1
XP_009137466.1 NP_001329059.1
XP_009137473.1 NP_001119046.1
XP_009137477.1 NP_194214.2
XP_009137478.2 NP_567710.1
XP_009137481.1 NP_567711.1
XP_009137486.2 NP_194227.2
XP_009137488.1 NP_194231.1
XP_009137489.1 NP_567689.1
XP_009137490.1 NP_194233.1
XP_009137491.1 NP_194234.1
XP_009137493.2 NP_194239.2
XP_009137495.2 NP_001190832.1
XP_009137498.1 NP_001320059.1
XP_009137499.1 NP_194244.1
XP_009137500.1 NP_567690.1
XP_009137504.1 NP_001329050.1
XP_009137509.1 NP_001190818.1
XP_009137511.2 NP_194259.4
XP_009137513.1 NP_001190835.1
XP_009137514.1 NP_194262.1
XP_009137515.1 NP_194263.2
XP_009137518.1 NP_194268.1
XP_009137520.1 NP_567718.1
XP_009137521.2 NP_194269.1
XP_009137522.1 NP_194270.2
XP_009137526.2 NP_194272.1
XP_009137529.1 NP_001318634.1
XP_009137530.1 NP_001320064.1
XP_009137534.1 NP_194284.2
XP_009137537.1 NP_001328918.1
XP_009137538.1 NP_194288.2
XP_009137548.2 NP_194294.2
XP_009137553.2 NP_194303.2
XP_009137556.2 NP_567691.1
XP_009137557.1 NP_194312.1
XP_009137558.2 NP_567730.1
XP_009137559.1 NP_567731.1
XP_009137560.1 NP_568021.1
XP_009137562.1 NP_001329828.1
XP_009137563.1 NP_194325.1
XP_009137567.1 NP_194330.1
XP_009137568.1 NP_194126.5
XP_009137570.1 NP_001329294.1
XP_009137574.1 NP_194335.2
XP_009137576.1 NP_194337.1
XP_009137582.2 NP_194345.1
XP_009137584.1 NP_567740.1
XP_009137592.1 NP_001328393.1
XP_009137597.1 NP_001320070.1
XP_009137598.1 NP_001320071.1
XP_009137601.2 NP_567750.1
XP_009137602.1 NP_194387.1
XP_009137608.1 NP_001031725.1
XP_009137610.2 NP_179201.1
XP_009137612.1 NP_194401.1
XP_009137614.1 NP_194133.1
XP_009137615.2 NP_179625.1
XP_009137620.1 NP_194412.1
XP_009137621.1 NP_194413.2
XP_009137624.1 NP_001119037.1
XP_009137626.1 NP_001190851.1
XP_009137629.1 NP_194428.2
XP_009137630.2 NP_567764.1
XP_009137631.1 NP_179874.1
XP_009137633.1 NP_194437.1
XP_009137634.1 NP_194135.1
XP_009137636.1 NP_567765.2
XP_009137637.1 NP_194439.1
XP_009137639.2 NP_194443.1
XP_009137640.1 NP_194447.1
XP_009137646.1 NP_194455.2
XP_009137648.1 NP_194456.1
XP_009137651.1 NP_194461.1
XP_009137654.1 NP_567772.1
XP_009137655.1 NP_194470.1
XP_009137656.2 NP_567773.1
XP_009137657.1 NP_567693.1
XP_009137658.1 NP_194472.3
XP_009137661.1 NP_195443.1
XP_009137669.1 NP_194139.2
XP_009137675.1 NP_194494.2
XP_009137676.1 NP_001329759.1
XP_009137686.1 NP_194498.1
XP_009137688.1 NP_194140.2
XP_009137689.1 NP_194509.1
XP_009137691.1 NP_194513.1
XP_009137692.1 NP_195803.1
XP_009137694.1 NP_001328320.1
XP_009137727.1 NP_194145.1
XP_009137739.1 NP_195442.2
XP_009137743.1 NP_194147.2
XP_009137754.1 NP_567795.1
XP_009137755.1 NP_567696.1
XP_009137758.2 NP_194537.7
XP_009137763.1 NP_194542.2
XP_009137765.1 NP_001328600.1
XP_009137767.2 NP_194545.1
XP_009137769.2 NP_567800.1
XP_009137770.1 NP_567801.1
XP_009137776.1 NP_194150.1
XP_009137779.1 NP_194974.1
XP_009137780.1 NP_567807.2
XP_009137782.1 NP_194570.2
XP_009137784.1 NP_001119039.1
XP_009137785.1 NP_567810.5
XP_009137786.2 NP_194576.5
XP_009137788.1 NP_680746.1
XP_009137795.1 NP_567811.1
XP_009137796.1 NP_194152.1
XP_009137797.1 NP_001318246.1
XP_009137799.1 NP_567812.1
XP_009137800.1 NP_001320082.1
XP_009137804.1 NP_194599.1
XP_009137806.1 NP_567817.1
XP_009137808.1 NP_189086.1
XP_009137811.1 NP_001328315.1
XP_009137813.1 NP_001329054.1
XP_009137814.1 NP_194618.3
XP_009137819.1 NP_001119041.1
XP_009137823.1 NP_194632.1
XP_009137826.1 NP_001078439.1
XP_009137828.1 NP_194640.1
XP_009137830.1 NP_194644.2
XP_009137831.1 NP_001078468.1
XP_009137832.1 NP_194646.2
XP_009137836.1 NP_195406.2
XP_009137840.1 NP_194652.1
XP_009137841.1 NP_001329814.1
XP_009137842.1 NP_194655.1
XP_009137843.1 NP_194653.1
XP_009137844.1 NP_194155.1
XP_009137852.1 NP_194688.1
XP_009137859.1 NP_567832.1
XP_009137860.1 NP_194703.1
XP_009137862.1 NP_180088.1
XP_009137866.1 NP_194704.2
XP_009137870.1 NP_194714.1
XP_009137871.1 NP_194717.2
XP_009137872.1 NP_194718.2
XP_009137874.1 NP_001327988.1
XP_009137876.1 NP_001329772.1
XP_009137877.1 NP_680750.1
XP_009137879.1 NP_567838.1
XP_009137881.1 NP_001328423.1
XP_009137885.1 NP_001031979.1
XP_009137888.2 NP_567841.1
XP_009137889.1 NP_001320087.1
XP_009137893.1 NP_194746.1
XP_009137894.1 NP_849551.1
XP_009137908.1 NP_194757.1
XP_009137910.1 NP_194760.2
XP_009137911.1 NP_194761.1
XP_009137924.1 NP_194776.1
XP_009137926.1 NP_567847.1
XP_009137927.1 NP_001324054.1
XP_009137928.1 NP_001320091.1
XP_009137939.1 NP_194787.2
XP_009137940.1 NP_195407.2
XP_009137943.1 NP_001329356.1
XP_009137947.1 NP_194790.1
XP_009137957.1 NP_001154278.1
XP_009137960.1 NP_567851.1
XP_009137961.1 NP_001329921.1
XP_009137962.1 NP_194801.4
XP_009137963.1 NP_194163.1
XP_009137971.1 NP_001320094.1
XP_009137972.1 NP_567858.1
