XP_018432515.1 NP_201156.1
XP_018469173.1 NP_001330090.1
XP_018469179.1 NP_199944.2
XP_018469181.1 NP_196803.1
XP_018469185.1 NP_001154324.1
XP_018469189.1 NP_189957.1
XP_018469194.1 NP_001318822.1
XP_018469198.1 NP_563931.2
XP_018469202.1 NP_194252.1
XP_018469203.1 NP_200290.2
XP_018469204.1 NP_192602.1
XP_018469205.1 NP_195065.1
XP_018469208.1 NP_174118.1
XP_018469215.1 NP_564950.1
XP_018469216.1 NP_174610.2
XP_018469218.1 NP_001031641.1
XP_018469221.1 NP_195465.1
XP_018469224.1 NP_001322172.1
XP_018469230.1 NP_194290.2
XP_018469232.1 NP_001329147.1
XP_018469234.1 NP_197450.2
XP_018469235.1 NP_199894.1
XP_018469237.1 NP_173556.1
XP_018469239.1 NP_195582.2
XP_018469243.1 NP_200053.2
XP_018469244.1 NP_001322441.1
XP_018469247.1 NP_001323391.1
XP_018469253.1 NP_173504.1
XP_018469256.1 NP_564793.2
XP_018469263.1 NP_193991.1
XP_018469265.1 NP_177272.1
XP_018469266.1 NP_567591.1
XP_018469275.1 NP_197153.1
XP_018469277.1 NP_001322860.1
XP_018469279.1 NP_196866.1
XP_018469280.1 NP_001328821.1
XP_018469281.1 NP_001078586.1
XP_018469283.1 NP_194246.2
XP_018469284.1 NP_195203.1
XP_018469287.1 NP_172504.1
XP_018469289.1 NP_177540.3
XP_018469290.1 NP_200086.1
XP_018469299.1 NP_193633.2
XP_018469300.1 NP_194510.2
XP_018469308.1 NP_567806.1
XP_018469317.1 NP_173564.1
XP_018469323.1 NP_197680.2
XP_018469325.1 NP_001320652.1
XP_018469327.1 NP_974700.1
XP_018469337.1 NP_001328388.1
XP_018469348.1 NP_195168.3
XP_018469351.1 NP_200421.1
XP_018469354.1 NP_195806.1
XP_018469355.1 NP_680450.1
XP_018469359.1 NP_197523.1
XP_018469369.1 NP_190076.1
XP_018469370.1 NP_196511.1
XP_018469382.1 NP_001320116.1
XP_018469383.1 NP_001190533.1
XP_018469384.1 NP_567741.2
XP_018469389.1 NP_195205.1
XP_018469391.1 NP_190572.1
XP_018469394.1 NP_001329594.1
XP_018469395.1 NP_001329591.1
XP_018469396.1 NP_173114.1
XP_018469398.1 NP_200248.1
XP_018469399.1 NP_194010.1
XP_018469400.1 NP_194463.1
XP_018469402.1 NP_001078456.1
XP_018469405.1 NP_197810.1
XP_018469407.1 NP_001154422.1
XP_018469408.1 NP_200710.1
XP_018469409.1 NP_568893.1
XP_018469410.1 NP_200709.2
XP_018469414.1 NP_568770.1
XP_018469420.1 NP_177499.1
XP_018469421.1 NP_190259.2
XP_018469422.1 NP_568758.1
XP_018469425.1 NP_568294.1
XP_018469427.1 NP_001331784.1
XP_018469430.1 NP_568353.1
XP_018469432.1 NP_187523.2
XP_018469433.1 NP_177715.1
XP_018469434.1 NP_177084.2
XP_018469436.1 NP_176440.1
XP_018469440.1 NP_564987.2
XP_018469441.1 NP_177198.1
XP_018469442.1 NP_849872.1
XP_018469446.1 NP_001119024.1
XP_018469448.1 NP_196537.1
XP_018469449.1 NP_195458.1
XP_018469452.1 NP_200817.1
XP_018469454.1 NP_001332031.1
XP_018469460.1 NP_197537.1
XP_018469465.1 NP_189427.1
XP_018469466.1 NP_177896.1
XP_018469467.1 NP_195295.1
XP_018469468.1 NP_680184.1
XP_018469471.1 NP_194245.1
XP_018469472.1 NP_001323269.1
XP_018469479.1 NP_194244.1
XP_018469485.1 NP_200164.1
XP_018469486.1 NP_001331183.1
XP_018469491.1 NP_196911.1
XP_018469493.1 NP_200760.1
XP_018469495.1 NP_001077643.1
XP_018469497.1 NP_200346.1
XP_018469498.1 NP_197534.1
XP_018469499.1 NP_001154454.1
XP_018469500.1 NP_567766.1
XP_018469505.1 NP_200265.1
XP_018469506.1 NP_173662.2
XP_018469507.1 NP_680177.2
XP_018469510.1 NP_192363.1
XP_018469511.1 NP_190551.1
XP_018469513.1 NP_001031644.1
XP_018469522.1 NP_177681.2
XP_018469525.1 NP_177015.3
XP_018469526.1 NP_001031767.1
XP_018469527.1 NP_567849.1
XP_018469528.1 NP_001325471.1
XP_018469529.1 NP_177441.1
XP_018469530.1 NP_193766.1
XP_018469533.1 NP_196575.1
XP_018469535.1 NP_193908.1
XP_018469536.1 NP_193911.1
XP_018469539.1 NP_567636.1
XP_018469540.1 NP_193912.3
XP_018469541.1 NP_001322452.1
XP_018469543.1 NP_172721.1
XP_018469544.1 NP_193903.1
XP_018469546.1 NP_001328477.1
XP_018469547.1 NP_001119192.1
XP_018469548.1 NP_001331826.1
XP_018469551.1 NP_001331464.1
XP_018469554.1 NP_200530.1
XP_018469558.1 NP_568215.2
XP_018469560.1 NP_568782.1
XP_018469571.1 NP_195286.1
XP_018469574.1 NP_563687.1
XP_018469584.1 NP_683424.2
XP_018469585.1 NP_001319720.1
XP_018469586.1 NP_200209.1
XP_018469599.1 NP_171856.4
XP_018469601.1 NP_176921.1
XP_018469602.1 NP_200742.2
XP_018469605.1 NP_192059.4
XP_018469606.1 NP_001320115.1
XP_018469609.1 NP_178149.1
XP_018469611.1 NP_001329468.1
XP_018469617.1 NP_193747.2
XP_018469620.1 NP_177169.1
XP_018469622.1 NP_001190912.1
XP_018469626.1 NP_001077850.1
XP_018469627.1 NP_175696.1
XP_018469628.1 NP_194614.1
XP_018469629.1 NP_177902.1
XP_018469634.1 NP_196574.1
XP_018469636.1 NP_567515.1
XP_018469638.1 NP_174326.1
XP_018469639.1 NP_194732.1
XP_018469640.1 NP_176486.1
XP_018469642.1 NP_197355.2
XP_018469643.1 NP_001031899.1
XP_018469645.1 NP_001118795.1
XP_018469647.1 NP_001321994.1
XP_018469649.1 NP_001319370.1
XP_018469650.1 NP_001329155.1
XP_018469651.1 NP_567813.1
XP_018469653.1 NP_194590.2
XP_018469654.1 NP_001031100.2
XP_018469655.1 NP_194594.1
XP_018469657.1 NP_194593.1
XP_018469659.1 NP_001119225.1
XP_018469660.1 NP_198371.3
XP_018469662.1 NP_567735.1
XP_018469664.1 NP_564749.1
XP_018469666.1 NP_200455.1
XP_018469667.1 NP_195238.1
XP_018469669.1 NP_189279.1
XP_018469671.1 NP_195497.1
XP_018469673.1 NP_001329767.1
XP_018469674.1 NP_197411.1
XP_018469675.1 NP_001328641.1
XP_018469676.1 NP_195500.1
XP_018469677.1 NP_195501.1
XP_018469681.1 NP_195505.2
XP_018469693.1 NP_199965.1
XP_018469694.1 NP_001031775.1
XP_018469704.1 NP_001119039.1
XP_018469706.1 NP_193837.1
XP_018469707.1 NP_176820.1
XP_018469712.1 NP_564990.1
XP_018469714.1 NP_195646.2
XP_018469721.1 NP_001078582.1
XP_018469722.1 NP_193612.1
XP_018469723.1 NP_200580.1
XP_018469725.1 NP_849900.1
XP_018469727.1 NP_195264.2
XP_018469728.1 NP_001190923.1
XP_018469733.1 NP_567982.1
XP_018469734.1 NP_193580.1
XP_018469735.1 NP_192946.2
XP_018469736.1 NP_680718.1
XP_018469737.1 NP_193589.1
XP_018469739.1 NP_196267.1
XP_018469744.1 NP_196280.2
XP_018469746.1 NP_196283.1
XP_018469747.1 NP_001332372.1
XP_018469752.1 NP_196286.1
XP_018469757.1 NP_196905.1
XP_018469758.1 NP_568873.1
XP_018469760.1 NP_200602.2
XP_018469762.1 NP_200604.1
XP_018469763.1 NP_200609.1
XP_018469764.1 NP_200614.1
XP_018469766.1 NP_001331115.1
XP_018469767.1 NP_197145.3
XP_018469771.1 NP_567468.1
XP_018469778.1 NP_197681.1
XP_018469779.1 NP_567921.1
XP_018469780.1 NP_198772.2
XP_018469781.1 NP_196571.1
XP_018469782.1 NP_197471.1
XP_018469785.1 NP_200367.2
XP_018469786.1 NP_200552.1
XP_018469790.1 NP_194418.1
XP_018469792.1 NP_194339.1
XP_018469793.1 NP_176610.1
XP_018469794.1 NP_194340.1
XP_018469795.1 NP_568846.1
XP_018469796.1 NP_194341.1
XP_018469797.1 NP_001320225.1
XP_018469798.1 NP_568777.1
XP_018469799.1 NP_680150.1
XP_018469802.1 NP_195273.1
XP_018469805.1 NP_190750.1
XP_018469806.1 NP_190749.1
XP_018469807.1 NP_175067.1
XP_018469808.1 NP_568891.1
XP_018469813.1 NP_200183.1
XP_018469814.1 NP_178173.1
XP_018469819.1 NP_001332194.1
XP_018469820.1 NP_175711.1
XP_018469821.1 NP_001328443.1
XP_018469822.1 NP_195839.1
XP_018469825.1 NP_196307.1
XP_018469827.1 NP_001031891.1
XP_018469828.1 NP_001031257.1
XP_018469829.1 NP_199412.1
XP_018469832.1 NP_565079.1
XP_018469835.1 NP_174116.1
XP_018469837.1 NP_195373.6
XP_018469838.1 NP_195371.1
XP_018469844.1 NP_195379.1
XP_018469846.1 NP_195385.1
XP_018469848.1 NP_195384.5
XP_018469854.1 NP_564687.1
XP_018469861.1 NP_849810.1
XP_018469864.1 NP_177118.1
XP_018469865.1 NP_195688.1
XP_018469866.1 NP_176871.2
XP_018469883.1 NP_177244.1
XP_018469885.1 NP_177243.1
XP_018469886.1 NP_200322.1
XP_018469889.1 NP_001322875.1
XP_018469893.1 NP_197472.1
XP_018469899.1 NP_190260.1
XP_018469904.1 NP_173222.1
XP_018469905.1 NP_193465.1
XP_018469907.1 NP_001319024.1
XP_018469913.1 NP_197668.2
XP_018469916.1 NP_194175.1
XP_018469917.1 NP_001328878.1
XP_018469918.1 NP_001329470.1
XP_018469921.1 NP_001078443.1
XP_018469922.1 NP_001190820.1
XP_018469923.1 NP_194178.1
XP_018469925.1 NP_200809.4
XP_018469927.1 NP_175525.1
XP_018469928.1 NP_001331340.1
XP_018469935.1 NP_194133.1
XP_018469936.1 NP_567692.2
XP_018469938.1 NP_181692.2
XP_018469939.1 NP_194135.1
XP_018469941.1 NP_567693.1
XP_018469944.1 NP_001119037.1
XP_018469948.1 NP_001117215.1
XP_018469952.1 NP_974803.1
XP_018469953.1 NP_197348.1
XP_018469954.1 NP_567349.1
XP_018469959.1 NP_174584.2
XP_018469960.1 NP_194197.1
XP_018469963.1 NP_195046.3
XP_018469969.1 NP_200052.1
XP_018469970.1 NP_001330037.1
XP_018469973.1 NP_197101.1
XP_018469974.1 NP_173394.1
XP_018469976.1 NP_193626.1
XP_018469977.1 NP_567567.1
XP_018469978.1 NP_567568.1
XP_018469981.1 NP_193628.1
XP_018469988.1 NP_195365.1
XP_018469989.1 NP_177227.5
XP_018469990.1 NP_193846.4
XP_018469994.1 NP_001190785.1
XP_018469995.1 NP_567621.1
XP_018469996.1 NP_001320017.1
XP_018469998.1 NP_567622.1
XP_018470000.1 NP_190070.1
XP_018470002.1 NP_564949.1
XP_018470003.1 NP_001321800.1
XP_018470005.1 NP_197176.1
XP_018470008.1 NP_195909.1
XP_018470010.1 NP_195689.2
XP_018470013.1 NP_195775.2
XP_018470014.1 NP_195791.1
XP_018470015.1 NP_195770.1
XP_018470027.1 NP_680707.4
XP_018470028.1 NP_680708.7
XP_018470032.1 NP_194272.1
XP_018470033.1 NP_567706.1
XP_018470039.1 NP_001031794.1
XP_018470041.1 NP_567964.1
XP_018470042.1 NP_567965.1
XP_018470043.1 NP_195162.2
XP_018470044.1 NP_567966.1
XP_018470046.1 NP_195165.2
XP_018470048.1 NP_568273.2
XP_018470049.1 NP_568275.1
XP_018470050.1 NP_193730.2
XP_018470052.1 NP_563935.1
XP_018470054.1 NP_194087.1
XP_018470055.1 NP_195908.1
XP_018470056.1 NP_568107.1
XP_018470063.1 NP_173642.1
XP_018470070.1 NP_567962.1
XP_018470071.1 NP_195152.2
XP_018470074.1 NP_195153.2
XP_018470075.1 NP_001329243.1
XP_018470076.1 NP_563947.1
XP_018470077.1 NP_001329246.1
XP_018470078.1 NP_974680.1
XP_018470079.1 NP_001318457.1
XP_018470083.1 NP_001078436.1
XP_018470087.1 NP_171845.2
XP_018470088.1 NP_194120.1
XP_018470089.1 NP_567690.1
XP_018470092.1 NP_001190818.1
XP_018470097.1 NP_567689.1
XP_018470099.1 NP_001078504.1
XP_018470100.1 NP_177233.1
XP_018470103.1 NP_194673.2
XP_018470104.1 NP_194671.1
XP_018470109.1 NP_194672.1
XP_018470112.1 NP_563965.1
XP_018470114.1 NP_001154293.2
XP_018470118.1 NP_196404.1
XP_018470121.1 NP_001332219.1
XP_018470138.1 NP_564578.1
XP_018470139.1 NP_200723.1
XP_018470142.1 NP_194808.1
XP_018470143.1 NP_194807.1
XP_018470145.1 NP_176882.1
XP_018470146.1 NP_197474.1
XP_018470147.1 NP_563664.1
XP_018470148.1 NP_197613.2
XP_018470149.1 NP_200274.1
XP_018470151.1 NP_173273.2
XP_018470155.1 NP_196073.1
XP_018470156.1 NP_566938.1
XP_018470158.1 NP_194585.1
XP_018470159.1 NP_001322857.1
XP_018470160.1 NP_193218.1
XP_018470163.1 NP_001190732.1
XP_018470164.1 NP_193222.1
XP_018470165.1 NP_567446.1
XP_018470166.1 NP_193225.1
XP_018470167.1 NP_001331119.1
XP_018470170.1 NP_001322987.1
XP_018470171.1 NP_171659.1
XP_018470173.1 NP_200258.2
XP_018470175.1 NP_001119113.1
XP_018470176.1 NP_001329149.1
XP_018470179.1 NP_196188.1
XP_018470180.1 NP_568164.2
XP_018470181.1 NP_196239.1
XP_018470182.1 NP_001190848.1
XP_018470185.1 NP_568392.1
XP_018470187.1 NP_001328880.1
XP_018470189.1 NP_001328560.1
XP_018470190.1 NP_001031739.1
XP_018470191.1 NP_194630.1
XP_018470192.1 NP_194629.1
XP_018470193.1 NP_001329562.1
XP_018470196.1 NP_194624.1
XP_018470197.1 NP_001329497.1
XP_018470198.1 NP_197072.3
XP_018470200.1 NP_193696.3
XP_018470201.1 NP_193697.1
XP_018470202.1 NP_193698.2
XP_018470207.1 NP_193695.2
XP_018470209.1 NP_193253.4
XP_018470211.1 NP_176659.6
XP_018470213.1 NP_001328116.1
XP_018470214.1 NP_175117.1
XP_018470215.1 NP_197163.1
XP_018470216.1 NP_200812.2
XP_018470219.1 NP_200813.1
XP_018470220.1 NP_001332313.1
XP_018470228.1 NP_193213.5
XP_018470229.1 NP_194518.1
XP_018470230.1 NP_194521.2
XP_018470232.1 NP_001326235.1
XP_018470233.1 NP_001328832.1
XP_018470236.1 NP_173266.1
XP_018470238.1 NP_001328009.1
XP_018470240.1 NP_176829.1
XP_018470242.1 NP_178176.2
XP_018470244.1 NP_178179.2
XP_018470250.1 NP_178180.1
XP_018470253.1 NP_565055.1
XP_018470254.1 NP_177448.1
XP_018470257.1 NP_001321190.1
XP_018470259.1 NP_001319369.1
XP_018470262.1 NP_564964.1
XP_018470267.1 NP_193397.1
XP_018470268.1 NP_564621.1
XP_018470270.1 NP_180139.1
XP_018470271.1 NP_200549.2
XP_018470272.1 NP_564900.1
XP_018470275.1 NP_001320052.1
XP_018470276.1 NP_849733.1
XP_018470277.1 NP_195491.1
XP_018470278.1 NP_001320342.1
XP_018470279.1 NP_568001.1
XP_018470280.1 NP_568000.1
XP_018470281.1 NP_195351.2
XP_018470283.1 NP_190742.1
XP_018470285.1 NP_850678.2
XP_018470290.1 NP_195748.1
XP_018470292.1 NP_194493.2
XP_018470293.1 NP_001078453.1
XP_018470294.1 NP_567781.1
XP_018470298.1 NP_174553.1
XP_018470304.1 NP_001326732.1
XP_018470307.1 NP_193857.3
XP_018470309.1 NP_001185332.1
XP_018470310.1 NP_172928.2
XP_018470314.1 NP_176862.2
XP_018470318.1 NP_172964.1
XP_018470320.1 NP_001119458.1
XP_018470321.1 NP_200637.1
XP_018470322.1 NP_200639.1
XP_018470323.1 NP_194116.1
XP_018470324.1 NP_001328543.1
XP_018470331.1 NP_566125.4
XP_018470332.1 NP_001031560.1
XP_018470335.1 NP_182332.1
XP_018470339.1 NP_193547.4
XP_018470345.1 NP_564891.4
XP_018470347.1 NP_001328805.1
XP_018470349.1 NP_563701.1
XP_018470350.1 NP_178208.1
XP_018470356.1 NP_001190782.1
XP_018470361.1 NP_174012.1
XP_018470364.1 NP_567786.1
XP_018470365.1 NP_194503.1
XP_018470368.1 NP_850927.1
XP_018470370.1 NP_001318805.1
XP_018470374.1 NP_196868.1
XP_018470375.1 NP_196870.3
XP_018470378.1 NP_001328213.1
XP_018470380.1 NP_194799.1
XP_018470386.1 NP_001154277.1
XP_018470387.1 NP_001078427.2
XP_018470388.1 NP_195389.4
XP_018470389.1 NP_195391.1
XP_018470392.1 NP_195370.5
XP_018470394.1 NP_567484.1
XP_018470395.1 NP_001030943.1
XP_018470396.1 NP_193346.5
XP_018470397.1 NP_193932.1
XP_018470398.1 NP_193930.1
XP_018470405.1 NP_001328040.1
XP_018470406.1 NP_196391.2
XP_018470407.1 NP_177346.1
XP_018470417.1 NP_200255.5
XP_018470420.1 NP_200251.1
XP_018470421.1 NP_195397.1
XP_018470423.1 NP_195396.4
XP_018470424.1 NP_001154289.1
XP_018470427.1 NP_001117357.1
XP_018470428.1 NP_567594.1
XP_018470429.1 NP_196136.1
XP_018470430.1 NP_001078484.4
XP_018470445.1 NP_001331336.1
XP_018470446.1 NP_568186.1
XP_018470449.1 NP_190676.1
XP_018470450.1 NP_196843.1
XP_018470451.1 NP_196844.1
XP_018470452.1 NP_195444.1
XP_018470453.1 NP_195443.1
XP_018470454.1 NP_173088.1
XP_018470455.1 NP_568021.1
XP_018470456.1 NP_567691.1
XP_018470457.1 NP_194126.5
XP_018470458.1 NP_194123.1
XP_018470459.1 NP_194124.1
XP_018470460.1 NP_001119143.1
XP_018470461.1 NP_195600.2
XP_018470462.1 NP_173087.1
XP_018470463.1 NP_195599.1
XP_018470464.1 NP_001190957.1
XP_018470469.1 NP_194034.1
XP_018470472.1 NP_195341.2
XP_018470475.1 NP_001320074.1
XP_018470476.1 NP_194432.1
XP_018470478.1 NP_194821.1
XP_018470479.1 NP_001119082.1
XP_018470485.1 NP_197451.2
XP_018470487.1 NP_001318600.1
XP_018470488.1 NP_568376.1
XP_018470498.1 NP_196789.1
XP_018470506.1 NP_568394.2
XP_018470508.1 NP_001331066.1
XP_018470512.1 NP_177355.1
XP_018470514.1 NP_001190360.1
XP_018470515.1 NP_001320863.1
XP_018470518.1 NP_172933.1
XP_018470519.1 NP_195027.1
XP_018470520.1 NP_194324.2
XP_018470527.1 NP_567736.3
XP_018470528.1 NP_567737.1
XP_018470529.1 NP_194328.2
XP_018470530.1 NP_194600.2
XP_018470531.1 NP_974632.1
XP_018470533.1 NP_001328466.1
XP_018470534.1 NP_001077450.1
XP_018470535.1 NP_001319985.1
XP_018470539.1 NP_177697.1
XP_018470540.1 NP_177700.1
XP_018470547.1 NP_193526.1
XP_018470549.1 NP_193530.1
XP_018470551.1 NP_001320658.1
XP_018470555.1 NP_001321121.1
XP_018470556.1 NP_564885.1
XP_018470558.1 NP_200065.1
XP_018470562.1 NP_568774.1
XP_018470564.1 NP_001332099.1
XP_018470568.1 NP_568822.1
XP_018470569.1 NP_200326.2
XP_018470575.1 NP_001329688.1
XP_018470577.1 NP_193400.2
XP_018470580.1 NP_177257.3
XP_018470582.1 NP_194150.1
XP_018470583.1 NP_001328600.1
XP_018470584.1 NP_567696.1
XP_018470585.1 NP_193473.1
XP_018470587.1 NP_567527.1
XP_018470594.1 NP_001154242.2
XP_018470595.1 NP_567489.1
XP_018470600.1 NP_195200.1
XP_018470601.1 NP_001328511.1
XP_018470607.1 NP_197005.2
XP_018470608.1 NP_568407.2
XP_018470609.1 NP_001154693.1
XP_018470611.1 NP_195927.2
XP_018470612.1 NP_001318463.1
XP_018470614.1 NP_200352.2
XP_018470615.1 NP_001190545.1
XP_018470616.1 NP_001031419.1
XP_018470617.1 NP_565240.1
XP_018470620.1 NP_974191.1
XP_018470624.1 NP_178171.1
XP_018470625.1 NP_175412.1
XP_018470628.1 NP_177296.2
XP_018470637.1 NP_001328438.1
XP_018470638.1 NP_001329828.1
XP_018470639.1 NP_001319958.1
XP_018470641.1 NP_194662.2
XP_018470644.1 NP_179566.1
XP_018470647.1 NP_567961.1
XP_018470648.1 NP_567960.1
XP_018470649.1 NP_001320541.1
XP_018470663.1 NP_567705.1
XP_018470665.1 NP_194186.1
XP_018470666.1 NP_001327617.1
XP_018470669.1 NP_001154280.1
XP_018470672.1 NP_563991.1
XP_018470674.1 NP_566952.1
XP_018470675.1 NP_190727.1
XP_018470676.1 NP_001320076.1
XP_018470677.1 NP_001331741.1
XP_018470681.1 NP_196864.1
XP_018470685.1 NP_194945.3
XP_018470688.1 NP_567888.2
XP_018470690.1 NP_195650.1
XP_018470691.1 NP_001321033.1
XP_018470693.1 NP_194713.1
XP_018470694.1 NP_194712.1
XP_018470695.1 NP_567835.1
XP_018470698.1 NP_192746.2
XP_018470702.1 NP_194847.3
XP_018470703.1 NP_001320099.1
XP_018470706.1 NP_196352.2
XP_018470708.1 NP_001190909.1
XP_018470709.1 NP_195142.1
XP_018470714.1 NP_194678.2
XP_018470715.1 NP_194680.1
XP_018470716.1 NP_194682.1
XP_018470718.1 NP_187141.1
XP_018470719.1 NP_194677.1
XP_018470721.1 NP_974576.1
XP_018470723.1 NP_001319999.1
XP_018470729.1 NP_850800.1
XP_018470730.1 NP_001190559.1
XP_018470738.1 NP_196528.1
XP_018470739.1 NP_001330400.1
XP_018470743.1 NP_177055.2
XP_018470747.1 NP_177054.1
XP_018470748.1 NP_177186.2
XP_018470753.1 NP_197440.2
XP_018470757.1 NP_193588.5
XP_018470770.1 NP_196643.1
XP_018470771.1 NP_196644.1
XP_018470773.1 NP_001190849.1
XP_018470774.1 NP_193610.1
XP_018470775.1 NP_193611.1
XP_018470776.1 NP_193609.2
XP_018470777.1 NP_974569.1
XP_018470779.1 NP_001154234.1
XP_018470780.1 NP_567453.1
XP_018470784.1 NP_196848.1
XP_018470786.1 NP_001031708.1
XP_018470787.1 NP_680738.1
XP_018470788.1 NP_680188.1
XP_018470790.1 NP_196999.1
XP_018470791.1 NP_563658.1
XP_018470792.1 NP_190214.1
XP_018470793.1 NP_567934.1
XP_018470794.1 NP_195096.2
XP_018470795.1 NP_195095.2
XP_018470801.1 NP_194960.1
XP_018470802.1 NP_001154404.1
XP_018470803.1 NP_177891.1
XP_018470804.1 NP_567759.1
XP_018470806.1 NP_001119319.1
XP_018470809.1 NP_568255.1
XP_018470810.1 NP_001332403.1
XP_018470813.1 NP_195072.2
XP_018470816.1 NP_195071.1
XP_018470817.1 NP_197566.1
XP_018470819.1 NP_193313.6
XP_018470820.1 NP_196992.1
XP_018470825.1 NP_567513.4
XP_018470830.1 NP_178080.2
XP_018470833.1 NP_001031301.1
XP_018470835.1 NP_200979.1
XP_018470841.1 NP_001329080.1
XP_018470844.1 NP_001078498.1
XP_018470846.1 NP_849561.1
XP_018470848.1 NP_849562.2
XP_018470850.1 NP_194235.1
XP_018470851.1 NP_001119051.1
XP_018470852.1 NP_001190832.1
XP_018470854.1 NP_196805.2
XP_018470856.1 NP_001031724.1
XP_018470857.1 NP_001328028.1
XP_018470859.1 NP_564583.1
XP_018470862.1 NP_567501.4
XP_018470863.1 NP_197561.1
XP_018470864.1 NP_197563.1
XP_018470865.1 NP_197483.1
XP_018470867.1 NP_567993.1
XP_018470872.1 NP_171831.1
XP_018470874.1 NP_177565.1
XP_018470876.1 NP_177563.1
XP_018470877.1 NP_001031609.1
XP_018470880.1 NP_001190880.1
XP_018470881.1 NP_001154281.1
XP_018470884.1 NP_195008.6
XP_018470885.1 NP_195007.2
XP_018470886.1 NP_193602.4
XP_018470887.1 NP_001185363.1
XP_018470889.1 NP_194829.2
XP_018470890.1 NP_194831.3
XP_018470892.1 NP_568314.1
XP_018470896.1 NP_001078575.1
XP_018470897.1 NP_568257.1
XP_018470899.1 NP_193187.3
XP_018470901.1 NP_567836.2
XP_018470905.1 NP_200643.1
XP_018470909.1 NP_851214.1
XP_018470912.1 NP_194374.1
XP_018470913.1 NP_567746.1
XP_018470916.1 NP_194377.2
XP_018470917.1 NP_171848.3
XP_018470918.1 NP_176681.4
XP_018470920.1 NP_176682.1
XP_018470921.1 NP_195215.2
XP_018470922.1 NP_001329257.1
XP_018470923.1 NP_001118686.1
XP_018470926.1 NP_001119140.1
XP_018470927.1 NP_849518.1
XP_018470930.1 NP_680299.4
XP_018470933.1 NP_001328315.1
XP_018470939.1 NP_851207.1
XP_018470940.1 NP_177039.1
XP_018470943.1 NP_177040.2
XP_018470945.1 NP_001330014.1
XP_018470948.1 NP_197218.2
XP_018470949.1 NP_197207.1
XP_018470950.1 NP_197209.2
XP_018470952.1 NP_197214.1
XP_018470956.1 NP_195965.2
XP_018470957.1 NP_195967.1
XP_018470959.1 NP_568120.1
XP_018470961.1 NP_001320870.1
XP_018470962.1 NP_001031278.1
XP_018470963.1 NP_001078466.1
XP_018470966.1 NP_194498.1
XP_018470968.1 NP_194499.2
XP_018470972.1 NP_567785.1
XP_018470973.1 NP_193617.3
XP_018470975.1 NP_173705.1
XP_018470978.1 NP_199902.1
XP_018470981.1 NP_194391.1
XP_018470982.1 NP_567751.1
XP_018470983.1 NP_568219.1
XP_018470984.1 NP_001190269.1
XP_018470985.1 NP_568220.1
XP_018470989.1 NP_001322034.1
XP_018470990.1 NP_001329270.1
XP_018470993.1 NP_001322147.1
XP_018471000.1 NP_001322162.1
XP_018471006.1 NP_192124.1
XP_018471010.1 NP_197032.1
XP_018471018.1 NP_195661.1
XP_018471020.1 NP_195662.1
XP_018471021.1 NP_195664.2
XP_018471023.1 NP_199792.1
XP_018471024.1 NP_001321109.1
XP_018471025.1 NP_001321107.1
XP_018471031.1 NP_001321108.1
XP_018471035.1 NP_001321106.1
XP_018471037.1 NP_195183.2
XP_018471043.1 NP_177556.3
XP_018471047.1 NP_001190403.1
XP_018471049.1 NP_001154741.1
XP_018471050.1 NP_563710.1
XP_018471052.1 NP_197061.1
XP_018471058.1 NP_200238.1
XP_018471067.1 NP_001328299.1
XP_018471068.1 NP_196633.2
XP_018471079.1 NP_190425.1
XP_018471080.1 NP_001031770.1
XP_018471081.1 NP_194825.1
XP_018471083.1 NP_001322799.1
XP_018471084.1 NP_197204.1
XP_018471086.1 NP_001190660.1
XP_018471093.1 NP_566156.2
XP_018471095.1 NP_001119101.5
XP_018471101.1 NP_001330879.1
XP_018471102.1 NP_001330877.1
XP_018471103.1 NP_196225.1
XP_018471104.1 NP_567496.4
XP_018471105.1 NP_193376.1
XP_018471114.1 NP_178202.1
XP_018471115.1 NP_001319433.1
XP_018471117.1 NP_178157.2
XP_018471118.1 NP_001077856.1
XP_018471120.1 NP_195307.1
XP_018471122.1 NP_200341.1
XP_018471126.1 NP_563714.1
XP_018471127.1 NP_195191.2
XP_018471135.1 NP_567944.1
XP_018471136.1 NP_567945.1
XP_018471138.1 NP_567943.1
XP_018471140.1 NP_195122.1
XP_018471145.1 NP_197630.1
XP_018471146.1 NP_001329005.1
XP_018471147.1 NP_171984.2
XP_018471153.1 NP_177122.2
XP_018471155.1 NP_193316.4
XP_018471156.1 NP_567475.5
XP_018471159.1 NP_196521.1
XP_018471160.1 NP_001190268.1
XP_018471161.1 NP_001078555.1
XP_018471167.1 NP_001329356.1
XP_018471169.1 NP_193902.1
XP_018471171.1 NP_194578.1
XP_018471172.1 NP_197226.2
XP_018471180.1 NP_001117228.1
XP_018471181.1 NP_001331591.1
XP_018471182.1 NP_568203.2
XP_018471184.1 NP_194298.1
XP_018471185.1 NP_001190839.1
XP_018471188.1 NP_196717.3
XP_018471189.1 NP_193537.2
XP_018471190.1 NP_196460.2
XP_018471193.1 NP_194028.2
XP_018471194.1 NP_568820.1
XP_018471199.1 NP_177148.2
XP_018471200.1 NP_564980.1
XP_018471204.1 NP_001328927.1
XP_018471205.1 NP_001328925.1
XP_018471208.1 NP_564955.1
XP_018471209.1 NP_177083.1
XP_018471210.1 NP_001329537.1
XP_018471212.1 NP_001190791.1
